Sentence,Sentiment,Tokens
ADBE technical alerts Expansion Breakout Gilligans Island Sell Setup Volume Surge and New 52 httpstcoLxX66tknFH,positive,"['ADBE', 'technical', 'alerts', 'Expansion', 'Breakout', 'Gilligans', 'Island', 'Sell', 'Setup', 'Volume', 'Surge', 'and', 'New', '52', 'httpstcoLxX66tknFH']"
IWM same conditions that sent markets to tumble all hitting this week,negative,"['IWM', 'same', 'conditions', 'that', 'sent', 'markets', 'to', 'tumble', 'all', 'hitting', 'this', 'week']"
AAPL near a 3 drop thats a lot now the best i can do is HOLD ER lol,negative,"['AAPL', 'near', 'a', '3', 'drop', 'thats', 'a', 'lot', 'now', 'the', 'best', 'i', 'can', 'do', 'is', 'HOLD', 'ER', 'lol']"
Operating profit improved by 27  to EUR 5798 mn from EUR 4572 mn in 2006 ,positive,"['Operating', 'profit', 'improved', 'by', '27', 'to', 'EUR', '5798', 'mn', 'from', 'EUR', '4572', 'mn', 'in', '2006']"
On Dec 1  Grimaldi acquired 15 million shares and a 501percent stake in Finnlines ,neutral,"['On', 'Dec', '1', 'Grimaldi', 'acquired', '15', 'million', 'shares', 'and', 'a', '501percent', 'stake', 'in', 'Finnlines']"
Shire proposes 30 bln allshare tieup with Baxalta,positive,"['Shire', 'proposes', '30', 'bln', 'allshare', 'tieup', 'with', 'Baxalta']"
Last July  the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars  in the east of France  where it already operates a hook manufacturing and distribution unit ,neutral,"['Last', 'July', 'the', 'group', 'said', 'it', 'intended', 'to', 'relocate', 'warehouse', 'and', 'office', 'space', 'in', 'Loudeac', 'and', 'Saint', 'Marcel', 'to', 'Morvillars', 'in', 'the', 'east', 'of', 'France', 'where', 'it', 'already', 'operates', 'a', 'hook', 'manufacturing', 'and', 'distribution', 'unit']"
Pohjola and cooperative banks have continued to combine their branch office network ,neutral,"['Pohjola', 'and', 'cooperative', 'banks', 'have', 'continued', 'to', 'combine', 'their', 'branch', 'office', 'network']"
Prothious Engineering  wwwprothiouscom  employs more than 1000 and has a large portfolio of projects and an annual detailing capacity of more than 100000 tonnes ,neutral,"['Prothious', 'Engineering', 'wwwprothiouscom', 'employs', 'more', 'than', '1000', 'and', 'has', 'a', 'large', 'portfolio', 'of', 'projects', 'and', 'an', 'annual', 'detailing', 'capacity', 'of', 'more', 'than', '100000', 'tonnes']"
Qualcomm estimated a firstquarter profit between 46 and 50 cents a share  excluding certain items  below the analyst estimate of 61 cents a share ,neutral,"['Qualcomm', 'estimated', 'a', 'firstquarter', 'profit', 'between', '46', 'and', '50', 'cents', 'a', 'share', 'excluding', 'certain', 'items', 'below', 'the', 'analyst', 'estimate', 'of', '61', 'cents', 'a', 'share']"
The liquidity providing was interrupted on May 11  2007 when Aspocomp Group Oyj s shares traded below 050 cent  Aspocomp s stock exchange release 1152007  ,negative,"['The', 'liquidity', 'providing', 'was', 'interrupted', 'on', 'May', '11', '2007', 'when', 'Aspocomp', 'Group', 'Oyj', 's', 'shares', 'traded', 'below', '050', 'cent', 'Aspocomp', 's', 'stock', 'exchange', 'release', '1152007']"
The subscription period of Amer Sports  2002 warrant scheme will end on 31 December 2007 ,neutral,"['The', 'subscription', 'period', 'of', 'Amer', 'Sports', '2002', 'warrant', 'scheme', 'will', 'end', 'on', '31', 'December', '2007']"
This transaction will also rationalize our pulp and paper industry related solutions ,positive,"['This', 'transaction', 'will', 'also', 'rationalize', 'our', 'pulp', 'and', 'paper', 'industry', 'related', 'solutions']"
schwalm  at  outoteccom Eila Paatela  Vice President  Corporate Communications tel 358 20 529 2004  mobile 358 400 817198 email eila ,neutral,"['schwalm', 'at', 'outoteccom', 'Eila', 'Paatela', 'Vice', 'President', 'Corporate', 'Communications', 'tel', '358', '20', '529', '2004', 'mobile', '358', '400', '817198', 'email', 'eila']"
I am looking forward to contribute to SRV s success with my competence   says Taneli Hassinen ,positive,"['I', 'am', 'looking', 'forward', 'to', 'contribute', 'to', 'SRV', 's', 'success', 'with', 'my', 'competence', 'says', 'Taneli', 'Hassinen']"
In the fourth quarter of 2008  net sales decreased to EUR 1214 mn from EUR 1655 mn in the fourth quarter of 2007 ,neutral,"['In', 'the', 'fourth', 'quarter', 'of', '2008', 'net', 'sales', 'decreased', 'to', 'EUR', '1214', 'mn', 'from', 'EUR', '1655', 'mn', 'in', 'the', 'fourth', 'quarter', 'of', '2007']"
AstraZenecas MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,positive,"['AstraZenecas', 'MedImmune', 'Inks', 'Licensing', 'Deal', 'With', 'Omnis', 'Pharmaceuticals']"
Order intake grew by 40  yearonyear and 30  yearonyear  respectively  to EUR 576 million and EUR 17 billion for the respective JanuarySeptember and JulySeptember 2010 periods ,positive,"['Order', 'intake', 'grew', 'by', '40', 'yearonyear', 'and', '30', 'yearonyear', 'respectively', 'to', 'EUR', '576', 'million', 'and', 'EUR', '17', 'billion', 'for', 'the', 'respective', 'JanuarySeptember', 'and', 'JulySeptember', '2010', 'periods']"
During the strike  Finnair estimates to incur a net loss of between EUR2m and EUR2 5 m per day ,negative,"['During', 'the', 'strike', 'Finnair', 'estimates', 'to', 'incur', 'a', 'net', 'loss', 'of', 'between', 'EUR2m', 'and', 'EUR2', '5', 'm', 'per', 'day']"
Currently  95  of Trainers House s revenues are attributed to the Finnish market ,neutral,"['Currently', '95', 'of', 'Trainers', 'House', 's', 'revenues', 'are', 'attributed', 'to', 'the', 'Finnish', 'market']"
The Oxyview Pulse Oximeter is a common device to check patient bloodoxygen saturation level and pulse rate ,neutral,"['The', 'Oxyview', 'Pulse', 'Oximeter', 'is', 'a', 'common', 'device', 'to', 'check', 'patient', 'bloodoxygen', 'saturation', 'level', 'and', 'pulse', 'rate']"
The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 995 percent of its stock capital  which amounts to 86936 million litas ,neutral,"['The', 'Russian', 'gas', 'giant', 'invested', 'another', '46', 'million', 'litas', 'in', 'the', 'company', 'in', 'late', '2004', 'and', 'now', 'owns', '995', 'percent', 'of', 'its', 'stock', 'capital', 'which', 'amounts', 'to', '86936', 'million', 'litas']"
The company will use the money for product development and research activities through 2013 in its key markets Finland  Germany  Italy and France ,neutral,"['The', 'company', 'will', 'use', 'the', 'money', 'for', 'product', 'development', 'and', 'research', 'activities', 'through', '2013', 'in', 'its', 'key', 'markets', 'Finland', 'Germany', 'Italy', 'and', 'France']"
Through its partnership with Finnish Paulig s Danish subsidiary Oscar  Puljonki acquired a sales organization in the European market ,neutral,"['Through', 'its', 'partnership', 'with', 'Finnish', 'Paulig', 's', 'Danish', 'subsidiary', 'Oscar', 'Puljonki', 'acquired', 'a', 'sales', 'organization', 'in', 'the', 'European', 'market']"
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies  investments in Russia ,positive,"['Finnish', 'OKO', 'bank', 'has', 'signed', 'a', 'cooperation', 'agreement', 'with', 'Raiffeisen', 'concerning', 'Finnish', 'companies', 'investments', 'in', 'Russia']"
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland s troubled Kaupthing Bank for 414 million kronor  495 million in cash ,neutral,"['Finnish', 'bank', 'Alandsbanken', 'said', 'Monday', 'it', 'will', 'buy', 'the', 'Swedish', 'operations', 'of', 'Iceland', 's', 'troubled', 'Kaupthing', 'Bank', 'for', '414', 'million', 'kronor', '495', 'million', 'in', 'cash']"
Exports grew 165 percent to 191 million liters ,positive,"['Exports', 'grew', '165', 'percent', 'to', '191', 'million', 'liters']"
Digia said its consolidated net sales for JanuaryJune 2010 were EUR67 8 m  up 97  on the same period in 2009  EUR61 9 m  ,positive,"['Digia', 'said', 'its', 'consolidated', 'net', 'sales', 'for', 'JanuaryJune', '2010', 'were', 'EUR67', '8', 'm', 'up', '97', 'on', 'the', 'same', 'period', 'in', '2009', 'EUR61', '9', 'm']"
The company  employing 6400  reported net sales of 620 mln euro  8232 mln for 2006 ,neutral,"['The', 'company', 'employing', '6400', 'reported', 'net', 'sales', 'of', '620', 'mln', 'euro', '8232', 'mln', 'for', '2006']"
TRLPC  CRH backs Lafarge Holcim asset buy with 65 bln euro bridge loan,positive,"['TRLPC', 'CRH', 'backs', 'Lafarge', 'Holcim', 'asset', 'buy', 'with', '65', 'bln', 'euro', 'bridge', 'loan']"
G4S sees profits rise but UK contract problems remain,positive,"['G4S', 'sees', 'profits', 'rise', 'but', 'UK', 'contract', 'problems', 'remain']"
The office space will rise above the remodeled Cannon Street underground station ,neutral,"['The', 'office', 'space', 'will', 'rise', 'above', 'the', 'remodeled', 'Cannon', 'Street', 'underground', 'station']"
According to the original merger plan  Scanfil would get a 79  stake in the combined business ,neutral,"['According', 'to', 'the', 'original', 'merger', 'plan', 'Scanfil', 'would', 'get', 'a', '79', 'stake', 'in', 'the', 'combined', 'business']"
As a result  the company will temporarily layoff 25  of the whole personnel  approximately 270 persons at Kirkkonummi and Nivala factories ,negative,"['As', 'a', 'result', 'the', 'company', 'will', 'temporarily', 'layoff', '25', 'of', 'the', 'whole', 'personnel', 'approximately', '270', 'persons', 'at', 'Kirkkonummi', 'and', 'Nivala', 'factories']"
In 2006  Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 ,positive,"['In', '2006', 'Kone', 'received', 'an', 'order', 'from', 'Aker', 'Yards', 'to', 'supply', '43', 'customised', 'elevators', 'for', 'the', 'very', 'first', 'Genesis', 'cruise', 'ship', 'which', 'is', 'scheduled', 'to', 'be', 'completed', 'in', '2009']"
The service also enables users to watch emails in HTML format en is enhanced with 23 addition languages to choose from ,neutral,"['The', 'service', 'also', 'enables', 'users', 'to', 'watch', 'emails', 'in', 'HTML', 'format', 'en', 'is', 'enhanced', 'with', '23', 'addition', 'languages', 'to', 'choose', 'from']"
Previously  Grimaldi held a 4643 pct stake in the Finnish company following the takeover bid launched in November 2006 ,neutral,"['Previously', 'Grimaldi', 'held', 'a', '4643', 'pct', 'stake', 'in', 'the', 'Finnish', 'company', 'following', 'the', 'takeover', 'bid', 'launched', 'in', 'November', '2006']"
UPDATE 3Auto Trader shares leap in UKs biggest private equitybacked listing,positive,"['UPDATE', '3Auto', 'Trader', 'shares', 'leap', 'in', 'UKs', 'biggest', 'private', 'equitybacked', 'listing']"
So far as is known  he did not sell shares that he owns personally ,neutral,"['So', 'far', 'as', 'is', 'known', 'he', 'did', 'not', 'sell', 'shares', 'that', 'he', 'owns', 'personally']"
 ADPnews   Oct 21  2009  Finlandbased IT consultancy Tieto Oyj  HEL  TIE1V  said today its net profit plunged to EUR 294 million  USD 439 m  for the first nine months of 2009 from EUR 587 million for the same period o,neutral,"['ADPnews', 'Oct', '21', '2009', 'Finlandbased', 'IT', 'consultancy', 'Tieto', 'Oyj', 'HEL', 'TIE1V', 'said', 'today', 'its', 'net', 'profit', 'plunged', 'to', 'EUR', '294', 'million', 'USD', '439', 'm', 'for', 'the', 'first', 'nine', 'months', 'of', '2009', 'from', 'EUR', '587', 'million', 'for', 'the', 'same', 'period', 'o']"
A corresponding increase of 8543250 euros in Ahlstrom s share capital has been entered in the Trade Register today ,neutral,"['A', 'corresponding', 'increase', 'of', '8543250', 'euros', 'in', 'Ahlstrom', 's', 'share', 'capital', 'has', 'been', 'entered', 'in', 'the', 'Trade', 'Register', 'today']"
Following its strategy  Tikkurila has established a fullyowned sales company TOO Tikkurila in Almaty  Kazakhstan  for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand ,neutral,"['Following', 'its', 'strategy', 'Tikkurila', 'has', 'established', 'a', 'fullyowned', 'sales', 'company', 'TOO', 'Tikkurila', 'in', 'Almaty', 'Kazakhstan', 'for', 'marketing', 'decorative', 'paints', 'under', 'the', 'Finnish', 'Tikkurila', 'brand', 'and', 'the', 'Russian', 'Teks', 'brand']"
Related links  Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release ,neutral,"['Related', 'links', 'Flexiblebaseloadoperation', 'TheWartsila32generating', 'set', 'Gasconversions', 'This', 'is', 'the', 'shorter', 'of', 'two', 'versions', 'of', 'this', 'press', 'release']"
The inventors are Bylander Johan  Ponten Fredrik and Lundberg Jorgen ,neutral,"['The', 'inventors', 'are', 'Bylander', 'Johan', 'Ponten', 'Fredrik', 'and', 'Lundberg', 'Jorgen']"
The inventors are Mukkavilli Krishna Kiran  Sabharwal Ashutosh and Aazhang Behnaam ,neutral,"['The', 'inventors', 'are', 'Mukkavilli', 'Krishna', 'Kiran', 'Sabharwal', 'Ashutosh', 'and', 'Aazhang', 'Behnaam']"
In the third quarter  net sales increased by 12  yearonyear to EUR159 5 m  or by 6  at comparable currency rates growth ,positive,"['In', 'the', 'third', 'quarter', 'net', 'sales', 'increased', 'by', '12', 'yearonyear', 'to', 'EUR159', '5', 'm', 'or', 'by', '6', 'at', 'comparable', 'currency', 'rates', 'growth']"
The Network Test Business is part of Elektrobit s Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad  mainly in the US and Asia ,neutral,"['The', 'Network', 'Test', 'Business', 'is', 'part', 'of', 'Elektrobit', 's', 'Test', 'and', 'Automation', 'Business', 'Segment', 'and', 'employs', '39', 'people', 'in', 'Finland', 'and', '22', 'people', 'abroad', 'mainly', 'in', 'the', 'US', 'and', 'Asia']"
The fair value of the investment properties totaled EUR 25349 mn  up from EUR 24551 mn in 2006 ,positive,"['The', 'fair', 'value', 'of', 'the', 'investment', 'properties', 'totaled', 'EUR', '25349', 'mn', 'up', 'from', 'EUR', '24551', 'mn', 'in', '2006']"
Diluted EPS rose to EUR3 68 from EUR0 50 ,positive,"['Diluted', 'EPS', 'rose', 'to', 'EUR3', '68', 'from', 'EUR0', '50']"
Long VVUS shares as a call option w an expiration of  umm TODAY    Hitting HOD here,positive,"['Long', 'VVUS', 'shares', 'as', 'a', 'call', 'option', 'w', 'an', 'expiration', 'of', 'umm', 'TODAY', 'Hitting', 'HOD', 'here']"
There will be return flights from Stuttgart every morning  as well as evening departures on Thursdays  Fridays and Sundays ,neutral,"['There', 'will', 'be', 'return', 'flights', 'from', 'Stuttgart', 'every', 'morning', 'as', 'well', 'as', 'evening', 'departures', 'on', 'Thursdays', 'Fridays', 'and', 'Sundays']"
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia ,positive,"['Raute', 'Corporation', 'has', 'received', 'orders', 'worth', 'over', 'EUR', '12', 'million', 'from', 'OOO', 'Ilim', 'Bratsk', 'DOK', 'in', 'Russia']"
 We ve been feeling quite positive about the region as a whole ,positive,"['We', 've', 'been', 'feeling', 'quite', 'positive', 'about', 'the', 'region', 'as', 'a', 'whole']"
Under the terms of the agreement  Bunge will acquire Raisio s Keiju  Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland ,neutral,"['Under', 'the', 'terms', 'of', 'the', 'agreement', 'Bunge', 'will', 'acquire', 'Raisio', 's', 'Keiju', 'Makuisa', 'and', 'Pyszny', 'Duet', 'brands', 'and', 'manufacturing', 'plants', 'in', 'Finland', 'and', 'Poland']"
CompaniesAB InBev signals it wont go hostile for SABMiller,positive,"['CompaniesAB', 'InBev', 'signals', 'it', 'wont', 'go', 'hostile', 'for', 'SABMiller']"
The ISO certification demonstrates that we are moving forward in our quality commitments to our customers  ,positive,"['The', 'ISO', 'certification', 'demonstrates', 'that', 'we', 'are', 'moving', 'forward', 'in', 'our', 'quality', 'commitments', 'to', 'our', 'customers']"
