Sentence,Sentiment
UPDATE 1Berkshire applies boost Wells Fargo stake 10 pct,positive
use validation rule base enables verifying processing rule base managed different administrator fulfil set requirement,neutral
Finnish Exel Composites technology company design manufacture market composite profile tube various industrial application report net sale decreased 06 second quarter 2010 EUR 192 mn EUR 193 mn corresponding period 2009,negative
National Conciliator Juhani Salonius met party Wednesday said far apart view propose mediation,neutral
Long X 2462,positive
number class share remains unchanged 9526089 share,neutral
Operating profit fell EUR 62 mn EUR 85 mn third quarter 2007,negative
pipeline strong,positive
Implementation project carried Finnish company YIT association investment fund Evli Property Investment Russia EPI,neutral
Extraordinary General Meeting expected take place later 18 February 2011,neutral
Rautalinko resposnible also Mobility Services job division continued Marek Hintze,neutral
Operating result showed loss EUR 29 mn year showed profit EUR 06 mn,negative
ADP News Dec 11 2008 Finnish construction engineering company Outotec Oyj OMX OTE1V said today EUR 28 million USD 368 order expand phosphate concentrator Siilinjarvi Norwegian minera,positive
method smelt spout 2 separated working area 6 shielding wall 8 10 arranged movable relation smelt spout,neutral
Kesko car import retailing business VVAuto saw sale grow 171 pct,positive
Pretax profit rose EUR 1019 mn EUR 1007 corresponding period 2005,positive
COH Gaining Momentum Nice buy signal Long 3592 httpstkscot0tAh,positive
Investors continue interested company share although quite cheap Affarsvarlden said,positive
SLW weekly 34 call 2895 23 x 25 321 volume Worth chance jmho httpstksco1Qfg,positive
member Board numerous company shareholder Boardman Ltd board specialist network,neutral
Finnish Vacon signed significant deal Norwegian Scandinavian Electric Systems SES supply AC drive,positive
Finnish Kemira Group CEO Lasse Kurkilahti say Group structural reorganisation continue least year,neutral
1201 pm OMX Helsinki 25 066 pct 314357 OMX Helsinki 067 pct lower 1053074 253 mln eur turnover,neutral
figure include food export Finland,neutral
also upset machinery work taken Poland,neutral
operation sold include manufacturing unit Finland France Poland Turkey well sale unit Germany Lithuania,neutral
Operating income EUR 249 mn including EUR 153 mn restructuring expense,neutral
company distributes Hiab product well product,neutral
FCC Chairman Kevin Martin said fair play required extending deregulatory rule digital subscriber line telecom provider use broadband network,neutral
Pretax profit rose EUR 178 mn EUR 149 mn 2005,positive
alliance aim tap pocketable mobile computer netbooks tablet mediaphones connected TVs invehicle infotainment system,neutral
Buffetts Company Reports 37 Percent Drop 2Q Earnings,negative
Tikkurila Powder Coatings 50 employee four paint plant generated revenue EUR2 4 USD3 3 2010,neutral
Finnish Bore owned Rettig family grown recently acquisition smaller shipping company,positive
Satama Trainers House remain name independent brand business area,neutral
Operating profit totaled EUR 94 mn EUR 117 mn 2004,neutral
Operating profit totalled EUR 302 mn EUR 438 mn year earlier,negative
Complete name shareholder Otto Henrik Bernhard Nyberg information please contact MaijaLiisa Friman CEO tel 358 9 7597 0711,neutral
emerging market Raisio chosen enter far marked relatively low per caput food consumption,neutral
CAMT Looks like might break Im,negative
Commission income fell EUR 46 mn EUR 51 mn corresponding period 2007,neutral
taking Marimekko distinctly significant scale,neutral
Earlier today Geberit Finnish rival Uponor OYJ cut fullyear sale growth forecast 6 pct 10 pct blaming tough condition Germany US well currency factor,negative
Yesterday Legrand issued E300 million fixed rate deal maturing 2017,neutral
course direct access Nokia Ovi store lot fun downloading favorite medium,neutral
Operating result 12month period decreased profit EUR0 4 turnover decreased EUR5 6 compared 2004,negative
1429 CET Monday share Bavarian Nordic climbed 121 DKK250 stock exchange Copenhagen lost 741 past month,positive
Repeats see 2008 EBITA 18 pct sale,positive
construction project scheduled start second quarter 2009 new building scheduled place end 2010,neutral
hope clarify policy Finnish business gray area Motlanthe said,neutral
bank leasing arm Nordea Liising ended year profit 44 million euro,neutral
company board director proposed dividend EUR0 12 per share 2006,neutral
However rapidly increasing cost strengthening euro challenging whole industry impacted result,negative
Argentine agricultural export company Calafate tapped compatriot firm Finnegans software solution latter company said statement,neutral
delighted announce support Intel based handheld platform capability made development easier faster,positive
NFLX TSLA making kind gain,positive
short ALTR 3885 loss,positive
Operating profit totalled EUR 90 mn EUR 97 mn first half 2008,negative
FB trend hit mid 110s drop,negative
Finland OPPohjola staff union boycotting group insurance sale task company refused take sale insurance account determining wage,neutral
Several large stock tacked lower however,neutral
JVC stop producing DVD player Brazil JVC Brazil subsidiary Japan JVC group announced stop production DVD player Brazil,neutral
AMZN trade mid upper range break yet either direction,neutral
Roshan net sale 2006 191 million EBITDA 665 million,neutral
term condition Stock Option Scheme 2008 available Company internet page wwwsanomacom,neutral
Earnings per share EPS amounted EUR0 03 loss EUR0 08,positive
Joint procurement later extended factory Baltic country,neutral
ADPnews Dec 1 2009 Finnish cutlery hand tool maker Fiskars Oyj Abp HEL FISAS said today make redundant total 18 office management staff member subsidiary Iittala Group Ltd,neutral
acquisition sum disclosed,neutral
sale Tiimari segment fell 40 yearonyear EUR3 3 June 2010,negative
Finnish Sampo Bank Danish Danske Bank group report profit tax EUR 1523 mn 2010 EUR 327 mn 2009,positive
Revenue grew 12 percent x20ac 36 billion US 45 billion,positive
Shares acquired accordance section 5 rule NASDAQ OMX Helsinki rule applicable acquisition share,neutral
pleased invite join Mreal international conference call 300 pm EET,neutral
fourth quarter 2008 net sale increased 2 EUR 10507 mn EUR 10270 mn fourth quarter 2007,positive
BasWare headquartered Espoo Finland,neutral
stock trading MAPs 50day MAP SEK72 983 higher 200day MAP SEK70 283 bullish indicator,positive
order plywood mill machinery equipment announced Finnish Raute September 2006 delivered Thebault Plyland France,neutral
Swedish player became majority owner UCell mid2007,neutral
result 12 people made redundant total 67 person laid temporarily,negative
aapl short term fundredemption liquidation channel cleared soon solid footing 520 new floor come July,negative
AstraZeneca Teams Daiichi Sankyo Sell Movantik US,positive
ND disclosed,neutral
contract demonstrates ability apply mineral metal technology adjacent industry oil shale processing,positive
stock hit profit warning Finnish rival Rautaruukki Oyj OMX RTRKS,neutral
Empresa de Desarrollo Urbano de Quito INNOVARUIO Ecuador commissioned Poyry prepare feasibility study new urban rapid mass transit system,neutral
Finnish technology company Raute Corporation OMX Helsinki RUTAV issued Tuesday 23 September profit warning financial year 2008,neutral
RSA share closed 1569 p time going press,neutral
RCON upside today thing severe low float catalyst guy run,positive
JE LOOKS like bouncing Would nice finish 6 today make hammer Nice volume 577 bottom Fingers crossed,positive
audio webcast available live archived Cerner Web site wwwcernercom,neutral
AAPL Goldman Sachs reiterates conviction buy Apple 155 PT SPY DJIA GS httpstcoh5hmXSITwM,positive
copying republication redistribution AFX News Content including framing similar mean expressly prohibited without prior written consent AFX News,neutral
ouch look like tsla short getting skinned,positive
first two project phase expected completed end 2012,neutral
PG Ackman making big added efficiency argument betting operational imporvement huge conglomerate go either way imo,positive
operating profit sale threemonth period increased respectively EUR0 3 EUR13 1 compared corresponding period 2005,positive
end last week Protalix BioTherapeutics Inc AMEX PLX published prospectus first offering AMEX 5 share capital,neutral
Efore decided establish company eletric vehicle EV business China,neutral
Managing Director comment Net sale first quarter notably lower year especially Finland Russia Baltic country,negative
passenger tunnel expected put operation 2009,neutral
Tata Steel working StanChart UK unit sale source,positive
request Finnish medium company Alma Media newspaper research manager Jari Kaivooja Finland Futures Research Centre Turku School Economics drawn future scenario Finland national economy using model developed University Denver,neutral
