Sentence,Sentiment
May 29  2010  CompaniesandMarketscom delivered by Newstex   This report provides key data and information on the meat  fish and poultry market in Finland ,neutral
In addition to the demand in Finland  the export of lining stone products also increased ,positive
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use ,negative
 They ve already allocated money for the inventory ,neutral
A total of 131000 Talvivaara Mining Company Plc s new shares were subscribed for during the period between May 1  2010 and June 30  2010 under the company s stock option rights 2007A ,neutral
EURUSD Finding Support Near 110 Level ERO UUP UDN FXE  httpstkscob29eU,positive
The annual value of the contracts is estimated at USD 2mn over the next three years ,neutral
In addition  we will launch a versatile online service to complete the traditional printed newspaper  Mr Valkama says ,neutral
The company said that the operations will be sold to a newly established company  CPS GmbH  where the present management of the plastics business is a coowner ,neutral
Finnish metal products company Componenta Oyj net profit went slightly down to 251 mln euro   402 mln  for the first half of 2008 from 254 mln euro   407 mln  for the same period of 2007 ,neutral
MarketsBP promotes upstream boss to deputy CEO,neutral
Britains FTSE bounces back Mondi and Barratt lead,positive
Loudeye Corp  up  256 at  433 Nokia Corp  down 10 cents at  1946 Nokia agreed to buy the digital music distributor for  60 million ,neutral
Ragutis  controlled by the Finnish brewery Olvi  achieved a 57 percent rise in beer sales to 226 million liters and held a 1075 percent market share ,positive
Finnair said that the cancellation of flights would cause daily losses of  x20ac 25 million US 3 million ,negative
The energy sector accounted for approximately 33  and the steel industry for about 57  of the transportation volume ,neutral
The 5000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki s Raahe Works ,neutral
The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State  Brazil ,positive
Standard Chartered RBS Escape Capital Raising in Stress Test,positive
Operating profits in the half were  08 m  down from  09 m as Glisten invested in the brand and the management team ,negative
The expansion is to be finalized in the autumn of 2009 ,neutral
Finnish Konecranes is again trying to acquire Italian Fantuzzi  a manufacturer of gantry cranes and reach stackers ,neutral
1 pm Central office of Nordea Bank 19 3ya ulitsa Yamskogo Polya  Building 1 Telephone  495 7773477 ext 3932  3931 03022011 Unimilk  EGM 0304 022011 XVI international businesssummit Food Business Russia 2011 will take place ,neutral
 ADPnews   Feb 3  2010  Finlandbased steel maker Rautaruukki Oyj  HEL  RTRKS   or Ruukki  said today it slipped to a largerthanexpected pretax loss of EUR 46 million  USD 645 m  in the fourth quarter of 2009 from a,negative
The company expects its net sales in 2008 to increase 510  from 2007 ,positive
About 72  of Evraz Group shares are owned by Lanebrook  whose beneficiaries  on the one hand  are Millhouse  the holding company for the assets of billionaire Roman Abramovich and his business partners 50   and Evraz executives Alexander Abramov and Alexander Frolov 50   on the other ,neutral
 The margarine business has been put into good shape in the last two years  making it a natural addition to Bunge  which is looking to leverage its position in the Central and Northern European markets   Raisio CEO Matti Rihko said in a statement ,positive
The most loyal customers were found in the Bank of land  with an index of 80 ,positive
Tesco breaks its downward slide by cutting sales decline in half,positive
Eriikka Sderstrm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks ,neutral
No pricing details were disclosed ,neutral
long AAPL,positive
Salonen added that data shows producers  pulp inventories in North America are declining  ,neutral
Finnish IT consultancy Satama Interactive Oyj posted a net profit of 14 mln euro  20 mln for the first nine months of 2007  compared to a net loss of 462000 euro  664000 for the same period of 2006 ,positive
Consisting of seven interconnected units  Mega Image s logistics center will be 347 metres in length and 12 metres in height ,neutral
Tesco PLCs Recovery Continues With A 250m Cash Infusion,positive
Kesko has about 2000 stores engaged in chain operations in the Nordic and Baltic countries  Russia  and Belarus ,neutral
Is Trouble Brewing At Legal  General Group Plc And Aviva plc,negative
Helsinkibased Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros  making it the largest Finnish investment in Turkey to date ,neutral
The ECB can mainly target inflation ,neutral
Operating profit totaled EUR 38 mn  down from EUR 45 mn in the corresponding period in 2005 ,negative
The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company ,neutral
Initially  the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries ,neutral
The contract incorporates a Convergent Charging rating solution for voice and data  which includes Internet  GPRS  SMS  MMS and WAP ,neutral
AstraZenecas Lung Cancer Drug Tagrisso Gets FDA Approval,positive
Our customers include companies in the energy and process industry sectors  in particular ,neutral
Europe however remains an important and strong market for us ,neutral
Morrisons and Debenhams surprise City with Christmas bounce back,positive
The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt LtdIIVRCL Infrastructures  Projects Ltd  CIDCO ,neutral
Talentum expects that the net sales of its core business will increase in 2008  compared to 2007 ,positive
Operating profits in the half were  08 m  down from  09 m as Glisten invested in the brand and the management team ,neutral
Its total annual revenue comes up to about 160 mln zloty   569 mln42 3 mln euro  ,neutral
The corresponding increase in the share capital  EUR422 754  has been entered in the Trade Register today ,neutral
Group EBIT for the first half was EUR13 6 m US 178 m  falling short of the EUR22 5 m it posted for the same period of 2009 ,neutral
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as  cry babies  ,negative
The engine has an electrical output of 18321 kW  making it the largest gas powered generating set in the world ,neutral
Pretax profit totaled EUR 49 mn compared to EUR 52 mn in the first quarter of 2005 ,negative
Most recently  he founded Virent Energy Systems  Inc  an 80 person catalytic biofuels company  where  as president and CEO  he led the company through multiple financings  defined the company s market strategy  and secured the company s first customers ,neutral
