Sentence,Sentiment,Tokens
Speaking justdrinks today spokesperson Olvi said performed well four country operate namely Finland Estonia Latvia Lithuania,positive,"['Speaking', 'justdrinks', 'today', 'spokesperson', 'Olvi', 'said', 'performed', 'well', 'four', 'country', 'operate', 'namely', 'Finland', 'Estonia', 'Latvia', 'Lithuania']"
planned set class business center two top storey complex,neutral,"['planned', 'set', 'class', 'business', 'center', 'two', 'top', 'storey', 'complex']"
CNP Sell Short Position CNPClosed Profit 5936700 775 httpstkscoghjc,positive,"['CNP', 'Sell', 'Short', 'Position', 'CNPClosed', 'Profit', '5936700', '775', 'httpstkscoghjc']"
Commented Time Embrace Dividend Growth httpstcowc2qfP79TN ABBV CSCO WYN,positive,"['Commented', 'Time', 'Embrace', 'Dividend', 'Growth', 'httpstcowc2qfP79TN', 'ABBV', 'CSCO', 'WYN']"
CaixaBank do Santos Agree Plan BPI Angola Exposure,positive,"['CaixaBank', 'do', 'Santos', 'Agree', 'Plan', 'BPI', 'Angola', 'Exposure']"
Affecto provide new EFI Data Warehouse reporting solution behavioural scoring system supporting operational decision process Data Migration old legacy system new EFI system,neutral,"['Affecto', 'provide', 'new', 'EFI', 'Data', 'Warehouse', 'reporting', 'solution', 'behavioural', 'scoring', 'system', 'supporting', 'operational', 'decision', 'process', 'Data', 'Migration', 'old', 'legacy', 'system', 'new', 'EFI', 'system']"
need malware removal tool type URL vendor choice directly browser bar use link website wrote Trend Micro Rik Ferguson Monday,neutral,"['need', 'malware', 'removal', 'tool', 'type', 'URL', 'vendor', 'choice', 'directly', 'browser', 'bar', 'use', 'link', 'website', 'wrote', 'Trend', 'Micro', 'Rik', 'Ferguson', 'Monday']"
However growth margin slowed due financial crisis,negative,"['However', 'growth', 'margin', 'slowed', 'due', 'financial', 'crisis']"
Increase number share based option right granted management company stock option plan 2006,neutral,"['Increase', 'number', 'share', 'based', 'option', 'right', 'granted', 'management', 'company', 'stock', 'option', 'plan', '2006']"
share subscription period C option commence 1 September 2008 expire 31 March 2011,neutral,"['share', 'subscription', 'period', 'C', 'option', 'commence', '1', 'September', '2008', 'expire', '31', 'March', '2011']"
device also used theft protection positioning vehicle boat asset,neutral,"['device', 'also', 'used', 'theft', 'protection', 'positioning', 'vehicle', 'boat', 'asset']"
Cohen Steers Inc 5 534 530 share representing 4985 share capital voting right,neutral,"['Cohen', 'Steers', 'Inc', '5', '534', '530', 'share', 'representing', '4985', 'share', 'capital', 'voting', 'right']"
FastJet slam EasyJet founder Stelios going public taking legal advice letter contractual,negative,"['FastJet', 'slam', 'EasyJet', 'founder', 'Stelios', 'going', 'public', 'taking', 'legal', 'advice', 'letter', 'contractual']"
Total operating revenue grew 276 yearonyear EUR61m,positive,"['Total', 'operating', 'revenue', 'grew', '276', 'yearonyear', 'EUR61m']"
CompaniesActelion share hit record Shire takeover talk,positive,"['CompaniesActelion', 'share', 'hit', 'record', 'Shire', 'takeover', 'talk']"
Due rapid expansion market share Tallink term passenger carriage Tallinna Sadam Port Tallinn totaled 55 percent November 457 percent November 2005,positive,"['Due', 'rapid', 'expansion', 'market', 'share', 'Tallink', 'term', 'passenger', 'carriage', 'Tallinna', 'Sadam', 'Port', 'Tallinn', 'totaled', '55', 'percent', 'November', '457', 'percent', 'November', '2005']"
Based strong customer interest feedback using RPM mobile phone manufacturer operator enterprise developer forum significantly increase product service quality userexperience costefficiency Tulonen continues,positive,"['Based', 'strong', 'customer', 'interest', 'feedback', 'using', 'RPM', 'mobile', 'phone', 'manufacturer', 'operator', 'enterprise', 'developer', 'forum', 'significantly', 'increase', 'product', 'service', 'quality', 'userexperience', 'costefficiency', 'Tulonen', 'continues']"
Cramo Plc service company specialising construction machinery equipment rental rentalrelated service well rental sale modular space,neutral,"['Cramo', 'Plc', 'service', 'company', 'specialising', 'construction', 'machinery', 'equipment', 'rental', 'rentalrelated', 'service', 'well', 'rental', 'sale', 'modular', 'space']"
Finnish electronics contract manufacturer Scanfil report net sale EUR 589 mn second quarter 2007 EUR 624 mn year earlier,negative,"['Finnish', 'electronics', 'contract', 'manufacturer', 'Scanfil', 'report', 'net', 'sale', 'EUR', '589', 'mn', 'second', 'quarter', '2007', 'EUR', '624', 'mn', 'year', 'earlier']"
Thus group balance sheet EUR25 8 goodwill company added,neutral,"['Thus', 'group', 'balance', 'sheet', 'EUR25', '8', 'goodwill', 'company', 'added']"
total 165 mn passenger ship journey took place northern Baltic Sea 2007 slightly 165 mn 2006,negative,"['total', '165', 'mn', 'passenger', 'ship', 'journey', 'took', 'place', 'northern', 'Baltic', 'Sea', '2007', 'slightly', '165', 'mn', '2006']"
Among Scandinavian company present St Petersburg also named Swedish concern NCC implement project field asphalt production road housing construction project Swedish Krona,neutral,"['Among', 'Scandinavian', 'company', 'present', 'St', 'Petersburg', 'also', 'named', 'Swedish', 'concern', 'NCC', 'implement', 'project', 'field', 'asphalt', 'production', 'road', 'housing', 'construction', 'project', 'Swedish', 'Krona']"
AMZN long earnings look good 600,positive,"['AMZN', 'long', 'earnings', 'look', 'good', '600']"
Operating loss totalled EUR 09 mn profit EUR 27 mn,negative,"['Operating', 'loss', 'totalled', 'EUR', '09', 'mn', 'profit', 'EUR', '27', 'mn']"
UPDATE 2Pricey beer lift SABMillers quarterly underlying sale,positive,"['UPDATE', '2Pricey', 'beer', 'lift', 'SABMillers', 'quarterly', 'underlying', 'sale']"
Operating loss Pulp Paper Machinery unit EUR 3mn September 2007 August 2008 compared profit EUR 37 mn year earlier,neutral,"['Operating', 'loss', 'Pulp', 'Paper', 'Machinery', 'unit', 'EUR', '3mn', 'September', '2007', 'August', '2008', 'compared', 'profit', 'EUR', '37', 'mn', 'year', 'earlier']"
Ruling set lower limit potential fine BP,negative,"['Ruling', 'set', 'lower', 'limit', 'potential', 'fine', 'BP']"
Major Order India Comptel Corporation received significant longterm order mediation provisioning solution used leading operator India,positive,"['Major', 'Order', 'India', 'Comptel', 'Corporation', 'received', 'significant', 'longterm', 'order', 'mediation', 'provisioning', 'solution', 'used', 'leading', 'operator', 'India']"
Citrix Systems Inc CTXS Position Increased Mizuho httpstcov7Lkq08Flp ShareStockNews,positive,"['Citrix', 'Systems', 'Inc', 'CTXS', 'Position', 'Increased', 'Mizuho', 'httpstcov7Lkq08Flp', 'ShareStockNews']"
Finnair Tallinnbased subsidiary Aero carried 23335 passenger decline 608 route Helsinki Baltic capital within Southern Finland,negative,"['Finnair', 'Tallinnbased', 'subsidiary', 'Aero', 'carried', '23335', 'passenger', 'decline', '608', 'route', 'Helsinki', 'Baltic', 'capital', 'within', 'Southern', 'Finland']"
Also construction expense gone Russia,negative,"['Also', 'construction', 'expense', 'gone', 'Russia']"
30 November 2009 Finnish office furniture maker Martela Oyj HEL MARAS said today make redundant three people nine laid permanently company office staff factory worker,negative,"['30', 'November', '2009', 'Finnish', 'office', 'furniture', 'maker', 'Martela', 'Oyj', 'HEL', 'MARAS', 'said', 'today', 'make', 'redundant', 'three', 'people', 'nine', 'laid', 'permanently', 'company', 'office', 'staff', 'factory', 'worker']"
Local government commissioner ml Kurt Svensson say contact management Finnish company Componenta find alternative company decision close plant ml,neutral,"['Local', 'government', 'commissioner', 'ml', 'Kurt', 'Svensson', 'say', 'contact', 'management', 'Finnish', 'company', 'Componenta', 'find', 'alternative', 'company', 'decision', 'close', 'plant', 'ml']"
result share issue number company share increase 391630 share share capital total EUR 1566520,neutral,"['result', 'share', 'issue', 'number', 'company', 'share', 'increase', '391630', 'share', 'share', 'capital', 'total', 'EUR', '1566520']"
CapMan six investment area CapMan Buyout CapMan Technology CapMan Life Science CapMan Russia CapMan Public Market CapMan Real Estate dedicated team fund,neutral,"['CapMan', 'six', 'investment', 'area', 'CapMan', 'Buyout', 'CapMan', 'Technology', 'CapMan', 'Life', 'Science', 'CapMan', 'Russia', 'CapMan', 'Public', 'Market', 'CapMan', 'Real', 'Estate', 'dedicated', 'team', 'fund']"
Combined net sale 2006 27 million EBITDA 137 million,neutral,"['Combined', 'net', 'sale', '2006', '27', 'million', 'EBITDA', '137', 'million']"
Finlandbased Stockmann Group closed seven franchising sport store Nike Russia,neutral,"['Finlandbased', 'Stockmann', 'Group', 'closed', 'seven', 'franchising', 'sport', 'store', 'Nike', 'Russia']"
key geographical market Europe Russian Federation MiddleEast SouthAfrica Japan,neutral,"['key', 'geographical', 'market', 'Europe', 'Russian', 'Federation', 'MiddleEast', 'SouthAfrica', 'Japan']"
JanuaryNovember 2009 group sale totalled EUR 78017 mn drop 126 period 2008,neutral,"['JanuaryNovember', '2009', 'group', 'sale', 'totalled', 'EUR', '78017', 'mn', 'drop', '126', 'period', '2008']"
Finnish diversified holding company Aspo Oyj said September 8 2008 sell Finnish tape business Kaukomarkkinat unit local Oy Telpak Ab,neutral,"['Finnish', 'diversified', 'holding', 'company', 'Aspo', 'Oyj', 'said', 'September', '8', '2008', 'sell', 'Finnish', 'tape', 'business', 'Kaukomarkkinat', 'unit', 'local', 'Oy', 'Telpak', 'Ab']"
Phew far good BBRY break 1040 coz told key support level,positive,"['Phew', 'far', 'good', 'BBRY', 'break', '1040', 'coz', 'told', 'key', 'support', 'level']"
Uncommonly weak snow condition nearly every market affected first quarter result Chief Executive Roger Talermo said,negative,"['Uncommonly', 'weak', 'snow', 'condition', 'nearly', 'every', 'market', 'affected', 'first', 'quarter', 'result', 'Chief', 'Executive', 'Roger', 'Talermo', 'said']"
TSLA stock gaining steam Plus notable move week httpstcoHz0wdp5za1,positive,"['TSLA', 'stock', 'gaining', 'steam', 'Plus', 'notable', 'move', 'week', 'httpstcoHz0wdp5za1']"
value order USD 22 mn,neutral,"['value', 'order', 'USD', '22', 'mn']"
combine renew content functionality current system funding online service well maintenance,positive,"['combine', 'renew', 'content', 'functionality', 'current', 'system', 'funding', 'online', 'service', 'well', 'maintenance']"
Thanks wide contact network good knowledge market business environment give great contribution development Indian operation tell Incap President CEO Juhani Hanninen,positive,"['Thanks', 'wide', 'contact', 'network', 'good', 'knowledge', 'market', 'business', 'environment', 'give', 'great', 'contribution', 'development', 'Indian', 'operation', 'tell', 'Incap', 'President', 'CEO', 'Juhani', 'Hanninen']"
restructuring measure affect production packaging printing material,neutral,"['restructuring', 'measure', 'affect', 'production', 'packaging', 'printing', 'material']"
serial bond part plan refinance shortterm credit facility,neutral,"['serial', 'bond', 'part', 'plan', 'refinance', 'shortterm', 'credit', 'facility']"
Net cash flow operating activity negative EUR 31 mn compared EUR 233 mn corresponding period 2009,negative,"['Net', 'cash', 'flow', 'operating', 'activity', 'negative', 'EUR', '31', 'mn', 'compared', 'EUR', '233', 'mn', 'corresponding', 'period', '2009']"
leading private road ambulance service company Finland,positive,"['leading', 'private', 'road', 'ambulance', 'service', 'company', 'Finland']"
IDCC 89 share total value company crunching 4g technology diamond rough,positive,"['IDCC', '89', 'share', 'total', 'value', 'company', 'crunching', '4g', 'technology', 'diamond', 'rough']"
Operating loss landed EUR39m including oneoffs EUR27m excluding oneoffs,neutral,"['Operating', 'loss', 'landed', 'EUR39m', 'including', 'oneoffs', 'EUR27m', 'excluding', 'oneoffs']"
WFT closng higher,positive,"['WFT', 'closng', 'higher']"
sale price sale gain 31 mln euro 45 mln recognized Incap earnings 2007,positive,"['sale', 'price', 'sale', 'gain', '31', 'mln', 'euro', '45', 'mln', 'recognized', 'Incap', 'earnings', '2007']"
ADP News Apr 22 2009 Finnish business information system developer Solteq Oyj HEL STQ1V said today net loss widened EUR 189000 USD 245000 first quarter 2009 EUR 10000 peri,neutral,"['ADP', 'News', 'Apr', '22', '2009', 'Finnish', 'business', 'information', 'system', 'developer', 'Solteq', 'Oyj', 'HEL', 'STQ1V', 'said', 'today', 'net', 'loss', 'widened', 'EUR', '189000', 'USD', '245000', 'first', 'quarter', '2009', 'EUR', '10000', 'peri']"
Mr Lee said hoped Neste move pave way collaboration project two country,positive,"['Mr', 'Lee', 'said', 'hoped', 'Neste', 'move', 'pave', 'way', 'collaboration', 'project', 'two', 'country']"
Sanoma Corporation want new better frequency Helsinki metropolitan area,neutral,"['Sanoma', 'Corporation', 'want', 'new', 'better', 'frequency', 'Helsinki', 'metropolitan', 'area']"
aim understand different traffic pattern based use building,neutral,"['aim', 'understand', 'different', 'traffic', 'pattern', 'based', 'use', 'building']"
newly created position established strengthen Amer Sports management strategic planning execution,positive,"['newly', 'created', 'position', 'established', 'strengthen', 'Amer', 'Sports', 'management', 'strategic', 'planning', 'execution']"
Finnish airline Finnair starting temporary layoff cabin crew February 2010,negative,"['Finnish', 'airline', 'Finnair', 'starting', 'temporary', 'layoff', 'cabin', 'crew', 'February', '2010']"
ATVI ooks pretty bullish shortterm perspective got good chance maybe sliding back 3370 stock investing,positive,"['ATVI', 'ooks', 'pretty', 'bullish', 'shortterm', 'perspective', 'got', 'good', 'chance', 'maybe', 'sliding', 'back', '3370', 'stock', 'investing']"
operating profit Grain Trading increased EUR 20 mn EUR 14 mn 2005,positive,"['operating', 'profit', 'Grain', 'Trading', 'increased', 'EUR', '20', 'mn', 'EUR', '14', 'mn', '2005']"
Export declined 6 percent 164 million liter,neutral,"['Export', 'declined', '6', 'percent', '164', 'million', 'liter']"
Koduextra operating retail chain 11 store controlled Finnish NonFood Center KY Rukax OY ScanTukka OY,neutral,"['Koduextra', 'operating', 'retail', 'chain', '11', 'store', 'controlled', 'Finnish', 'NonFood', 'Center', 'KY', 'Rukax', 'OY', 'ScanTukka', 'OY']"
uranium found locally naturally occurring make sense extract way metal,neutral,"['uranium', 'found', 'locally', 'naturally', 'occurring', 'make', 'sense', 'extract', 'way', 'metal']"
party agreed disclose transaction value,neutral,"['party', 'agreed', 'disclose', 'transaction', 'value']"
Elcoteq Electronics Manufacturing Services EMS Business Segment serf customer globally Engineering Manufacturing Fulfillment service,neutral,"['Elcoteq', 'Electronics', 'Manufacturing', 'Services', 'EMS', 'Business', 'Segment', 'serf', 'customer', 'globally', 'Engineering', 'Manufacturing', 'Fulfillment', 'service']"
